"","id","Response","key","percent_match","Scored","cue","cond","Finished","Progress","question","condition","dis","acc"
"708","E59","road","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"709","E5","sharp","shape","0.8",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"710","E27","line","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"711","E6","angle","shape","0.4",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"712","E45","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"713","E14","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"714","E25","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"715","E53","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"716","E16","line","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"717","E33","line","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"718","E20","graph","shape","0.6",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"719","E12","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"720","E7","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"721","E54","straight","shape","0.25",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"722","E37","shop","shape","0.6",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"723","E18","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"724","E43","object","shape","0.166666666666667",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"725","E34","line","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"726","E41","slope","shape","0.6",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"727","E17","angle","shape","0.4",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"728","E55","slope","shape","0.6",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"729","E56","0","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"730","E22","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"731","E51","angle","shape","0.4",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"732","E26","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"733","E36","sharp","shape","0.8",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"734","E3","road","shape","0.2",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"735","E58","angle","shape","0.4",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"736","E10","sharp","shape","0.8",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"737","E57","angle","shape","0.4",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"738","E11","0","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"739","E50","0","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"740","E21","sharp","shape","0.8",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"741","E30","0","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"742","E28","shop","shape","0.6",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"743","E44","0","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"744","E48","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"745","E39","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"746","E9","around","shape","0.166666666666667",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"747","E47","straight","shape","0.25",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"748","E13","circle","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"749","E46","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"750","E32","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"751","E23","round","shape","0",0,"curve","generate",TRUE,100,"Q447","Generate","disfluent",0
"752","E49","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"753","E2","shape","shape","1",1,"curve","generate",TRUE,100,"Q447","Generate","disfluent",1
"754","E24","shape","shape","1",1,"curve","generate",FALSE,99,"Q447","Generate","disfluent",1
"755","E52","stall","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"756","E29","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"757","E19","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"758","E40","motor","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"759","E35","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"760","E8","train","machine","0.428571428571429",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"761","E4","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"762","E38","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"763","E31","train","machine","0.428571428571429",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"764","E15","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"765","E42","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"766","E59","motor","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"767","E5","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"768","E27","motor","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"769","E6","0","machine","0",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"770","E45","train","machine","0.428571428571429",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"771","E14","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"772","E25","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"773","E53","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"774","E16","room","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"775","E33","0","machine","0",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"776","E20","driver","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"777","E12","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"778","E7","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"779","E54","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"780","E37","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"781","E18","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"782","E43","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"783","E34","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"784","E41","box","machine","0",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"785","E17","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"786","E55","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"787","E56","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"788","E22","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"789","E51","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"790","E26","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"791","E36","motor","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"792","E3","cart","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"793","E58","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"794","E10","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"795","E57","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"796","E11","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"797","E50","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"798","E21","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"799","E30","0","machine","0",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"800","E28","train","machine","0.428571428571429",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"801","E44","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"802","E48","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"803","E39","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"804","E9","repair","machine","0.428571428571429",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"805","E47","motor","machine","0.142857142857143",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"806","E13","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"807","E46","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"808","E32","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"809","E23","car","machine","0.285714285714286",0,"engine","generate",TRUE,100,"Q448","Generate","disfluent",0
"810","E49","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"811","E2","machine","machine","1",1,"engine","generate",TRUE,100,"Q448","Generate","disfluent",1
"812","E24","mechanic","machine","0.875",1,"engine","generate",FALSE,99,"Q448","Generate","disfluent",0
"813","E52","paper","supper","0.5",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"814","E29","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"815","E19","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"816","E40","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"817","E35","meal","supper","0.166666666666667",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"818","E8","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"819","E4","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"820","E38","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"821","E31","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"822","E15","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"823","E42","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"824","E59","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"825","E5","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"826","E27","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"827","E6","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"828","E45","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"829","E14","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"830","E25","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"831","E53","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"832","E16","table","supper","0.166666666666667",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"833","E33","box","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"834","E20","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"835","E12","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"836","E7","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"837","E54","food","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"838","E37","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"839","E18","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"840","E43","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"841","E34","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"842","E41","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"843","E17","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"844","E55","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"845","E56","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"846","E22","break","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"847","E51","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"848","E26","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"849","E36","student","supper","0.428571428571429",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"850","E3","food","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"851","E58","meal","supper","0.166666666666667",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"852","E10","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"853","E57","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"854","E11","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"855","E50","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"856","E21","meal","supper","0.166666666666667",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"857","E30","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"858","E28","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"859","E44","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"860","E48","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"861","E39","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"862","E9","break","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"863","E47","dinner","supper","0.333333333333333",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"864","E13","food","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"865","E46","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"866","E32","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"867","E23","0","supper","0",0,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",0
"868","E49","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"869","E2","supper","supper","1",1,"lunch","generate",TRUE,100,"Q449","Generate","disfluent",1
"870","E24","supper","supper","1",1,"lunch","generate",FALSE,99,"Q449","Generate","disfluent",1
"871","E52","flag","state","0.2",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"872","E29","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"873","E19","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"874","E40","country","state","0.142857142857143",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"875","E35","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"876","E8","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"877","E4","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"878","E38","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"879","E31","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"880","E15","country","state","0.142857142857143",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"881","E42","america","state","0.285714285714286",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"882","E59","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"883","E5","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"884","E27","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"885","E6","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"886","E45","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"887","E14","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"888","E25","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"889","E53","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"890","E16","building","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"891","E33","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"892","E20","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"893","E12","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"894","E7","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"895","E54","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"896","E37","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"897","E18","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"898","E43","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"899","E34","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"900","E41","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"901","E17","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"902","E55","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"903","E56","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"904","E22","pride","state","0.2",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"905","E51","country","state","0.142857142857143",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"906","E26","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"907","E36","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"908","E3","world","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"909","E58","country","state","0.142857142857143",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"910","E10","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"911","E57","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"912","E11","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"913","E50","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"914","E21","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"915","E30","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"916","E28","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"917","E44","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"918","E48","0","state","0",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"919","E39","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"920","E9","made","state","0.4",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"921","E47","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"922","E13","continent","state","0.111111111111111",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"923","E46","country","state","0.142857142857143",0,"nation","generate",TRUE,100,"Q450","Generate","disfluent",0
"924","E32","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"925","E23","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"926","E49","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"927","E2","state","state","1",1,"nation","generate",TRUE,100,"Q450","Generate","disfluent",1
"928","E24","state","state","1",1,"nation","generate",FALSE,99,"Q450","Generate","disfluent",1
"929","E52","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"930","E29","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"931","E19","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"932","E40","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"933","E35","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"934","E8","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"935","E4","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"936","E38","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"937","E31","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"938","E15","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"939","E42","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"940","E59","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"941","E5","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"942","E27","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"943","E6","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"944","E45","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"945","E14","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"946","E25","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"947","E53","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"948","E16","winner","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"949","E33","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"950","E20","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"951","E12","poem","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"952","E7","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"953","E54","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"954","E37","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"955","E18","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"956","E43","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"957","E34","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"958","E41","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"959","E17","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"960","E55","movie","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"961","E56","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"962","E22","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"963","E51","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"964","E26","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"965","E36","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"966","E3","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"967","E58","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"968","E10","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"969","E57","author","story","0.333333333333333",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"970","E11","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"971","E50","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"972","E21","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"973","E30","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"974","E28","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"975","E44","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"976","E48","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"977","E39","0","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"978","E9","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"979","E47","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"980","E13","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"981","E46","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"982","E32","idea","story","0",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"983","E23","book","story","0.2",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"984","E49","story","story","1",1,"novel","generate",TRUE,100,"Q451","Generate","disfluent",1
"985","E2","author","story","0.333333333333333",0,"novel","generate",TRUE,100,"Q451","Generate","disfluent",0
"986","E24","write","story","0.4",0,"novel","generate",FALSE,99,"Q451","Generate","disfluent",0
"987","E52","printer","doctor ","0.428571428571429",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"988","E29","doctor","doctor ","0.714285714285714",1,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"989","E19","building","doctor ","0.125",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"990","E40","worker","doctor ","0.285714285714286",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"991","E35","work","doctor ","0.285714285714286",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"992","E8","desk","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"993","E4","meeting","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"994","E38","building","doctor ","0.125",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"995","E31","table","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"996","E15","0","doctor ","0",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"997","E42","plant","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"998","E59","home","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"999","E5","space","doctor ","0.142857142857143",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"1000","E27","0","doctor ","0",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"1001","E6","doctor","doctor ","0.714285714285714",1,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"1002","E45","doctor","doctor ","0.714285714285714",1,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"1003","E14","doctor","doctor ","0.714285714285714",1,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
"1004","E25","supplies","doctor ","0",0,"office","generate",TRUE,100,"Q452","Generate","disfluent",0
