"","id","Passage","mean_acc"
"393","R_3qkXD1GTLU7mpdZ","Pre-highlighted",0.0769230769230769
"394","R_3qL2WIz0qYNwsBf","Unmodified",0.636363636363636
"395","R_3qO7sZ1dik1P0Z1","Pre-highlighted",0.142857142857143
"396","R_3QRCcUlAW5b7stq","Unmodified",0.909090909090909
"397","R_3r09nufdARaOpLX","Sans Forgetica",0
"398","R_3rTJd2qbrgw2ZbH","Unmodified",0.636363636363636
"399","R_3rTk2tmNMv3x42t","Pre-highlighted",0.363636363636364
"400","R_3rUidhyJVhUT8Qz","Unmodified",0.333333333333333
"401","R_3rVEh3RtNwg7U0G","Sans Forgetica",0.363636363636364
"402","R_3rZJfG638Pzewgs","Unmodified",0.636363636363636
"403","R_3rZY37ePVvyFpBg","Unmodified",0
"404","R_3s5jXDY4OS98rUX","Sans Forgetica",0.0909090909090909
"405","R_3sb8nUEiAP5wEWn","Pre-highlighted",0.909090909090909
"406","R_41kMqSBlU9XieaZ","Unmodified",0.7
"407","R_4YJfwbZ4U9TtFuh","Unmodified",0.214285714285714
"408","R_5zMnqZUzC2hOnIt","Unmodified",0.333333333333333
"409","R_6M4sAIjU2eWWYg1","Pre-highlighted",0.230769230769231
"410","R_6MfaExg1vUNRF0l","Sans Forgetica",0.181818181818182
"411","R_6tj907urFJX2wBH","Pre-highlighted",0.636363636363636
"412","R_74EE5c5w4Vcwx57","Sans Forgetica",0.181818181818182
"413","R_79BGx45Wf3aM53j","Sans Forgetica",0.692307692307692
"414","R_7NFZbxzgkIAWmBz","Pre-highlighted",0.272727272727273
"415","R_7OMHhUjqyHhxL21","Unmodified",0.545454545454545
"416","R_85Josxq3CUyQ3IJ","Sans Forgetica",0.454545454545455
"417","R_88s3EgycHGeZ3EJ","Sans Forgetica",1
"418","R_8D2GwPYj8LYMTUl","Sans Forgetica",0.636363636363636
"419","R_8D4auXgEF7mWJEd","Sans Forgetica",0.333333333333333
"420","R_8xoMdG2WO6ujswF","Sans Forgetica",1
"421","R_9p1a7yYUtPpP0zf","Sans Forgetica",0.545454545454545
"422","R_9sIOvzJu7dL9O7v","Sans Forgetica",0.545454545454545
"423","R_9tBeIH2PJzu5TTr","Pre-highlighted",0.545454545454545
"424","R_a5F23L8k3yn2A81","Pre-highlighted",0.333333333333333
"425","R_a8K7lF3jlKOkWRz","Sans Forgetica",0
"426","R_ac69rGfc2wewOC5","Pre-highlighted",0.909090909090909
"427","R_AMxwBBSBJWa4E37","Unmodified",0.692307692307692
"428","R_AsNLRSrIugSIarL","Pre-highlighted",0.363636363636364
"429","R_AsO3By8nhDBVuuZ","Sans Forgetica",0.1
"430","R_AtzPlKvbaR32ta1","Sans Forgetica",0.454545454545455
"431","R_aUW1AIiUMdOlV2F","Unmodified",0.272727272727273
"432","R_BFAGRdkgUS8mnVD","Unmodified",0.230769230769231
"433","R_bpzvadupHLgz7gt","Sans Forgetica",0.545454545454545
"434","R_broKvk5h1rlw0Qp","Pre-highlighted",0.454545454545455
"435","R_BsKHnDa6hunEbex","Sans Forgetica",0.909090909090909
"436","R_BtufUSHlR6MrsnT","Sans Forgetica",0.818181818181818
"437","R_bwHmE4Z59DzAqt3","Pre-highlighted",0.545454545454545
"438","R_BxrFDv0SyZM8M8h","Sans Forgetica",0.0909090909090909
"439","R_C7ep5PzJdYyq03n","Unmodified",0.272727272727273
"440","R_cBC29h6Gn6UJHYl","Sans Forgetica",0.545454545454545
"441","R_cCnd8OYjatkNOet","Sans Forgetica",0.4
"442","R_CdKWGfH2C9f0qYx","Unmodified",0.545454545454545
"443","R_CdmT2VJ8L3Zjpe1","Sans Forgetica",0.0909090909090909
"444","R_CfS8ubKfSiuJ4Wd","Pre-highlighted",0.636363636363636
"445","R_cYlEURIftoqnKsV","Unmodified",0.454545454545455
"446","R_d5z0BlqKSlhDu93","Sans Forgetica",0.833333333333333
"447","R_D8IDJ5iR94VhWSt","Sans Forgetica",0.181818181818182
"448","R_DC2LGzrNYauKoCt","Sans Forgetica",0.818181818181818
"449","R_DCz9gIO7TvimUUx","Unmodified",0.142857142857143
"450","R_DeDT0ZgscWP1QYx","Sans Forgetica",0.636363636363636
"451","R_DMLqLn1dwofZIWt","Sans Forgetica",0.181818181818182
"452","R_DqI0yH9ZJsFugpP","Sans Forgetica",0.636363636363636
"453","R_DqnUrBZS6bqLpzX","Unmodified",0.454545454545455
"454","R_e4CKyVByiMCPgIN","Sans Forgetica",0.125
"455","R_egiKvIrcLjXNISl","Pre-highlighted",0.727272727272727
"456","R_eQJOWSkyTM3bLNL","Pre-highlighted",0.363636363636364
"457","R_eX5zGEUl5ObE31D","Unmodified",0.909090909090909
"458","R_NUXGJ63KCkU12Zr","Pre-highlighted",1
"459","R_NVyhz14W7BDvKJH","Pre-highlighted",0.272727272727273
"460","R_O7Poz2bmtY4abex","Sans Forgetica",0
"461","R_OB9rBNFE7LLEI4F","Unmodified",1
"462","R_OdSaGcSBQNuud3z","Sans Forgetica",0.181818181818182
"463","R_OIq93cMlJAGaJ4B","Pre-highlighted",0.454545454545455
"464","R_p5xuubNUXqbbMIx","Pre-highlighted",0.909090909090909
"465","R_pfmJrNEjp11xzSp","Sans Forgetica",0.0833333333333333
"466","R_pGWnYCWSkVNHI8F","Unmodified",0.230769230769231
"467","R_PHgaZSnYtbigAX7","Pre-highlighted",0.363636363636364
"468","R_pRbasyrv8BfWmkN","Sans Forgetica",0.5
"469","R_PZMW8CGO4O8DbSp","Unmodified",0.0714285714285714
"470","R_Q5Iq0yeVaGdX2rn","Unmodified",0.181818181818182
"471","R_Q5r6JSmVTQRRhUB","Pre-highlighted",0.909090909090909
"472","R_QazEg8YJXgs3bKF","Unmodified",0.3125
"473","R_qEfhQoDUiLkIczT","Sans Forgetica",0.454545454545455
"474","R_QmnXTjfry8ikU49","Unmodified",0.25
"475","R_QnxTZ2TFX7FSJH3","Pre-highlighted",0.454545454545455
"476","R_R53w7jYMTzrko6t","Sans Forgetica",0.0833333333333333
"477","R_R7Snz9ZbzSLBRpT","Pre-highlighted",0.181818181818182
"478","R_rcCfFlyrZFocDJv","Sans Forgetica",0
"479","R_Reom65nGgbP4W3f","Unmodified",0.0909090909090909
"480","R_RKucqPSMyShkXGp","Sans Forgetica",0.272727272727273
"481","R_rooWU8yY4DaNJPr","Unmodified",0.210526315789474
"482","R_s4PmBNH0VlQDRZv","Pre-highlighted",1
"483","R_SGF18rkSm6hhiQV","Pre-highlighted",0.636363636363636
"484","R_sMv2s95DAQxhFxT","Sans Forgetica",0.272727272727273
"485","R_stLdOexYQT1rFmh","Sans Forgetica",0.916666666666667
"486","R_sUpng1kHbGEAfjH","Pre-highlighted",0.636363636363636
"487","R_T8bpwk73iLlt8rL","Unmodified",0.181818181818182
"488","R_Tejq5zkmWmmaNjP","Pre-highlighted",0.363636363636364
"489","R_ToQr4ENBEsDQ9ih","Pre-highlighted",0.583333333333333
"490","R_TqqpE9AdjvGvZGV","Sans Forgetica",0.454545454545455
"491","R_Tw3fPT2OmHFtw8F","Unmodified",0.636363636363636
"492","R_Twrz7ssvwffiysh","Unmodified",0.545454545454545
"493","R_u1yEAtZT3MZqXSx","Pre-highlighted",0.454545454545455
"494","R_u3Mzx9DoKnHKdSV","Sans Forgetica",0.25
"495","R_UDwVuvMiZ31tvEJ","Sans Forgetica",0.727272727272727
"496","R_UEZgbbqf0pOexAl","Pre-highlighted",1
"497","R_UhaWGzuuBXEfMYN","Sans Forgetica",0.818181818181818
"498","R_UrmJwU5oa57Lygx","Pre-highlighted",0.818181818181818
"499","R_UXU548n56wzFbGx","Unmodified",0.166666666666667
"500","R_V3BfkJzOfGwbA2J","Sans Forgetica",0.153846153846154
"501","R_vBJQnHHYaPWOE6t","Unmodified",0.461538461538462
"502","R_vc6o5CfJDlzlyI9","Unmodified",0.333333333333333
"503","R_vdxNIxt8egXKBRT","Pre-highlighted",0.818181818181818
"504","R_VKcqe4sddCbDjzz","Sans Forgetica",0.454545454545455
"505","R_vkKnSDlrkNXSRG1","Pre-highlighted",0.909090909090909
"506","R_VRo1CyYQWxc8qcN","Sans Forgetica",1
"507","R_vTtlNv3L910YwO5","Pre-highlighted",0.545454545454545
"508","R_vZGnEySlguFuijv","Sans Forgetica",0.454545454545455
"509","R_W21US4FUsuZLgY1","Sans Forgetica",0.454545454545455
"510","R_WlpD2eRTsGtCUaR","Sans Forgetica",0.454545454545455
"511","R_wTM8dqidzfqfaMh","Unmodified",0.0625
"512","R_xD96ne3Fh1D5nl7","Unmodified",0.916666666666667
"513","R_xFAAQFAfnu7f7MJ","Pre-highlighted",0.545454545454545
"514","R_xgOCVuP0CYKLUBz","Unmodified",0.636363636363636
"515","R_XHsvcGHN56hk2Rj","Sans Forgetica",0.4375
"516","R_XI1CQHe54LzugSJ","Pre-highlighted",0.454545454545455
"517","R_XTdFXYg7v3FXr9L","Sans Forgetica",0.545454545454545
"518","R_yEcP0W4YxMurCiB","Unmodified",0.454545454545455
"519","R_yJ95VEeGuChlzzP","Pre-highlighted",0.727272727272727
"520","R_YRBNgAMdzqmBCPT","Sans Forgetica",0.416666666666667
"521","R_YS4ZV7Vuhi2sp7b","Sans Forgetica",0
"522","R_ysin8WXoCm5zwNb","Sans Forgetica",1
"523","R_YXD3wVBaeeMGniV","Unmodified",0.545454545454545
"524","R_YXsT79eefQoDHSp","Sans Forgetica",0.166666666666667
"525","R_zezvmYgXW2OujcZ","Sans Forgetica",0
"526","R_ZgT9FoBvnPGqlm9","Pre-highlighted",0.363636363636364
"527","R_ZrsKRJKVsi11cop","Unmodified",0.363636363636364
"528","R_ZsnZqTp0TXukQsF","Sans Forgetica",0.636363636363636
