"","X1","ResponseId","Finished","Progress","FL_149_DO","question","response","acc"
"60",578,"R_xn57HY4dsCMxgid",TRUE,100,"Passage","Q434",NA,0
"61",581,"R_11WJEtMf22Y8haC",TRUE,100,"Highlight","Q434",NA,0
"62",582,"R_2R9OLmjETrQ6XmQ",TRUE,100,"Normal","Q434",NA,0
"63",583,"R_3QQ2ua6uCSnlVl7",TRUE,100,"Normal","Q434",NA,0
"64",585,"R_3en4ixgNbCfQrte",TRUE,100,"Highlight","Q434",NA,0
"65",589,"R_41kMqSBlU9XieaZ",TRUE,100,"Normal","Q434",NA,0
"66",591,"R_3gN796VA5KwTzNd",TRUE,100,"Highlight","Q434",NA,0
"67",602,"R_AsO3By8nhDBVuuZ",TRUE,100,"Passage","Q434",NA,0
"68",627,"R_1DAXMwE9eKdz1h4",TRUE,100,"Normal","Q434",NA,0
"69",630,"R_Reom65nGgbP4W3f",TRUE,100,"Normal","Q434",NA,0
"70",631,"R_2qlO1qKcOZrhKXs",TRUE,100,"Highlight","Q434",NA,0
"71",632,"R_3fDd6V86GO61pjk",TRUE,100,"Normal","Q434",NA,0
"72",642,"R_2vcu60gKo4KxxhQ",TRUE,100,"Normal","Q434",NA,0
"73",648,"R_1JKoZGleqT0wUbK",TRUE,100,"Normal","Q434",NA,0
"74",662,"R_XgJahBXCw13GE8h",TRUE,100,"Passage","Q434",NA,0
"75",672,"R_2TBJOXgGm6DpCj8",TRUE,100,"Passage","Q434",NA,0
"76",678,"R_ToQr4ENBEsDQ9ih",TRUE,100,"Highlight","Q434",NA,0
"77",684,"R_zezvmYgXW2OujcZ",TRUE,100,"Passage","Q434",NA,0
"78",690,"R_1IGE56Stu4lujeP",TRUE,100,"Normal","Q434",NA,0
"79",691,"R_egiKvIrcLjXNISl",TRUE,100,"Highlight","Q434",NA,0
"80",695,"R_1IsgJW8oeWr2zrw",TRUE,100,"Normal","Q434",NA,0
"81",702,"R_2aDYyfOJm36NxZG",TRUE,100,"Passage","Q434",NA,0
"82",706,"R_1qX6CQzdn12hyS4",TRUE,100,"Passage","Q434",NA,0
"83",710,"R_sUpng1kHbGEAfjH",TRUE,100,"Highlight","Q434",NA,0
"84",711,"R_cBC29h6Gn6UJHYl",TRUE,100,"Passage","Q434",NA,0
"85",715,"R_WlpD2eRTsGtCUaR",TRUE,100,"Passage","Q434",NA,0
"86",718,"R_2uyuUXhwTSm6Qw3",TRUE,100,"Passage","Q434",NA,0
"87",719,"R_2QWBCyF8hzyEwwC",TRUE,100,"Highlight","Q434",NA,0
"88",720,"R_3GqSJGN3pHl66Hk",TRUE,100,"Passage","Q434",NA,0
"89",731,"R_BxrFDv0SyZM8M8h",TRUE,100,"Passage","Q434",NA,0
"90",737,"R_a8K7lF3jlKOkWRz",TRUE,100,"Passage","Q434",NA,0
"91",742,"R_2E5y1l5Bo2gRXiJ",TRUE,100,"Highlight","Q434",NA,0
"92",756,"R_3Mi2vpEjZcsDRwl",TRUE,100,"Highlight","Q434",NA,0
"93",758,"R_3EYxksglbUEP1RI",TRUE,100,"Passage","Q434",NA,0
"94",776,"R_3edWI1B29ZvTyz6",TRUE,100,"Highlight","Q434",NA,0
"95",778,"R_3lWfXlMLnwfhovJ",TRUE,100,"Normal","Q434",NA,0
"96",780,"R_2AWhPQg345FE3qe",TRUE,100,"Passage","Q434",NA,0
"97",781,"R_3EKozJioeyPWKZt",TRUE,100,"Highlight","Q434",NA,0
"98",782,"R_2ElZ0UfTvYRjMUw",TRUE,100,"Passage","Q434",NA,0
"99",787,"R_1mQlG3TnjNCktl2",TRUE,100,"Normal","Q434",NA,0
"100",789,"R_1dKdYH54DUtlUP0",TRUE,100,"Normal","Q434",NA,0
"101",791,"R_NVyhz14W7BDvKJH",TRUE,100,"Highlight","Q434",NA,0
"102",792,"R_1gbAmdKjg6darTR",TRUE,100,"Passage","Q434",NA,0
"103",794,"R_2xW6IbOvdM39TYm",TRUE,100,"Normal","Q434",NA,0
"104",796,"R_2thUg531IE5CJZN",TRUE,100,"Highlight","Q434",NA,0
"105",802,"R_2qqLbQxAusFgIdr",TRUE,100,"Highlight","Q434",NA,0
"106",809,"R_R7Snz9ZbzSLBRpT",TRUE,100,"Highlight","Q434",NA,0
"107",811,"R_269KRiLE2YyU8QH",TRUE,100,"Normal","Q434",NA,0
"108",813,"R_1JVMqXBXvBEK0OJ",TRUE,100,"Highlight","Q434",NA,0
"109",818,"R_DMLqLn1dwofZIWt",TRUE,100,"Passage","Q434",NA,0
"110",821,"R_3J90hN5j6p3Iu36",TRUE,100,"Highlight","Q434",NA,0
"111",849,"R_10Ocg6ZgfpYINpT",TRUE,100,"Passage","Q434",NA,0
"112",851,"R_12R1ONE0Wl3GaVX",TRUE,100,"Highlight","Q434",NA,0
"113",860,"R_3P65TuVTnnRCNfQ",TRUE,100,"Passage","Q434",NA,0
"114",863,"R_3G6Pnu6RqVlvaD6",TRUE,100,"Highlight","Q434",NA,0
"115",864,"R_3IRhfqg3P3UFks3",TRUE,100,"Highlight","Q434",NA,0
"116",866,"R_3P6PICWUaWWUcTt",TRUE,100,"Normal","Q434",NA,0
"117",869,"R_3Eu43fJ6qryB1nG",TRUE,100,"Highlight","Q434",NA,0
"118",870,"R_broKvk5h1rlw0Qp",TRUE,100,"Highlight","Q434",NA,0
"119",883,"R_1CgcGKdhazJNX3o",TRUE,100,"Passage","Q434",NA,0
"120",888,"R_27xMPh2AVjwhEDj",TRUE,100,"Passage","Q434",NA,0
"121",901,"R_0cDAFoyUZ8xU5Il",TRUE,100,"Passage","Q434",NA,0
"122",909,"R_3nrpKF8EX6QfM9q",TRUE,100,"Passage","Q434",NA,0
"123",916,"R_2qaNDQO8FxahZjP",TRUE,100,"Normal","Q434",NA,0
"124",918,"R_3n0Frr1N5an9CRR",TRUE,100,"Passage","Q434",NA,0
"125",923,"R_3fxG3hjXK4rCsKa",TRUE,100,"Highlight","Q434",NA,0
"126",926,"R_3qL2WIz0qYNwsBf",TRUE,100,"Normal","Q434",NA,0
"127",927,"R_1IYR3IPUnfyVRKQ",TRUE,100,"Passage","Q434",NA,0
"128",929,"R_PHgaZSnYtbigAX7",TRUE,100,"Highlight","Q434",NA,0
"129",936,"R_1GNfs1zYml1pNC2",TRUE,100,"Normal","Q434",NA,0
"130",937,"R_3iP5HkFndgMLJYi",TRUE,100,"Passage","Q434",NA,0
"131",940,"R_2QPYjdl4KDhSsl7",TRUE,100,"Highlight","Q434",NA,0
"132",942,"R_1MJOOx3DMn5aqXi",TRUE,100,"Highlight","Q434",NA,0
"133",945,"R_2WIH9Y5pzVmkJ9u",TRUE,100,"Highlight","Q434",NA,0
"134",948,"R_2fIBJeE804RyBbb",TRUE,100,"Highlight","Q434",NA,0
"135",971,"R_1g6MBdFpmCS7aZ6",TRUE,100,"Passage","Q434",NA,0
"136",978,"R_3HGPdDT1fRoaCK1",TRUE,100,"Highlight","Q434",NA,0
"137",991,"R_WAR3d6XDN89ge5z",TRUE,100,"Normal","Q434",NA,0
"138",992,"R_rcCfFlyrZFocDJv",TRUE,100,"Passage","Q434",NA,0
"139",1005,"R_3EA6p3CiuWLlUXC",TRUE,100,"Highlight","Q434",NA,0
"140",1013,"R_11jvwhZ9aDbXzZi",TRUE,100,"Passage","Q434",NA,0
"141",1014,"R_1jiyjKAEs2mZr76",TRUE,100,"Normal","Q434",NA,0
"142",1022,"R_O7Poz2bmtY4abex",TRUE,100,"Passage","Q434",NA,0
"143",1030,"R_3et2qnbKnqg2aTE",TRUE,100,"Passage","Q434",NA,0
"144",1031,"R_3Ou9STafx7HFVG9",TRUE,100,"Normal","Q434",NA,0
"145",1033,"R_2X657TOyLl3ZsFP",TRUE,100,"Highlight","Q434",NA,0
"146",1034,"R_3CIBP38e3anBW2U",TRUE,100,"Highlight","Q434",NA,0
"147",1039,"R_3prvhBPpCry73Lj",TRUE,100,"Highlight","Q434",NA,0
"148",1043,"R_RKucqPSMyShkXGp",TRUE,100,"Passage","Q434",NA,0
"149",1046,"R_2an2fFYVe8dOLTL",TRUE,100,"Highlight","Q434",NA,0
"150",1048,"R_3HTbL33p7eH1NPC",TRUE,100,"Passage","Q434",NA,0
"151",1051,"R_24oAJurd1WbTB3y",TRUE,100,"Passage","Q434",NA,0
"152",1053,"R_1jpp5j8OJW8ZWPL",TRUE,100,"Highlight","Q434",NA,0
"153",1057,"R_R53w7jYMTzrko6t",TRUE,100,"Passage","Q434",NA,0
"154",1059,"R_3nozUQOQUF0cTtz",TRUE,100,"Highlight","Q434",NA,0
"155",1060,"R_6MfaExg1vUNRF0l",TRUE,100,"Passage","Q434",NA,0
"156",1065,"R_2tnBLxk8VHNKnHC",TRUE,100,"Highlight","Q434",NA,0
"157",1073,"R_1KcZ8y3bqddn789",TRUE,100,"Normal","Q434",NA,0
"158",1076,"R_cYlEURIftoqnKsV",TRUE,100,"Normal","Q434",NA,0
"159",1081,"R_3Oixyswoh23ViGJ",TRUE,100,"Normal","Q434",NA,0
"160",1088,"R_1dyTtbBRvdVFG2D",TRUE,100,"Normal","Q434",NA,0
"161",1099,"R_1eKtydWwq6C8SDO",TRUE,100,"Passage","Q434",NA,0
"162",1101,"R_BzxHRuXi0rSPE1r",TRUE,100,"Normal","Q434",NA,0
"163",1108,"R_3hxQ4rXGtshOKww",TRUE,100,"Passage","Q434",NA,0
"164",1118,"R_22Dhmhy9iPvu5G8",TRUE,100,"Normal","Q434",NA,0
"165",1121,"R_BFAGRdkgUS8mnVD",TRUE,100,"Normal","Q434",NA,0
"166",1128,"R_3s5jXDY4OS98rUX",TRUE,100,"Passage","Q434",NA,0
"167",1131,"R_3HRJcA3FxvhYPPG",TRUE,100,"Passage","Q434",NA,0
"168",895,"R_XHsvcGHN56hk2Rj",TRUE,100,"Passage","Q434","no clue",0
"169",1041,"R_6M4sAIjU2eWWYg1",TRUE,100,"Highlight","Q434","no clue",0
"170",807,"R_1kGHlB0AdtiJtOx",TRUE,100,"Highlight","Q434","not sure",0
"171",1086,"R_3rZY37ePVvyFpBg",TRUE,100,"Normal","Q434","obsideion",0
"172",905,"R_1FsqKed6i3exEn9",TRUE,100,"Normal","Q434","particles",0
"173",1092,"R_1l9Ig5WIrOTGEOp",TRUE,100,"Passage","Q434","percolation",0
"174",836,"R_1luVf7AdsaFWERM",TRUE,100,"Normal","Q434","permable",0
"175",614,"R_2bZ45SMI4WK9Ee5",TRUE,100,"Passage","Q434","permeability",0
"176",636,"R_u3Mzx9DoKnHKdSV",TRUE,100,"Passage","Q434","permeability",0
"177",841,"R_vTtlNv3L910YwO5",TRUE,100,"Highlight","Q434","permeability",0
"178",1028,"R_1GVUxSNIpLnPtE8",TRUE,100,"Normal","Q434","permeability",0
"179",603,"R_2P5SXuSsFL6EyEZ",TRUE,100,"Normal","Q434","permeable",0
"180",618,"R_3pbd7EisxVu0Dul",TRUE,100,"Passage","Q434","permeable",0
"181",681,"R_2pSIwq2mqqkwcxt",TRUE,100,"Highlight","Q434","permeable",0
"182",692,"R_OdSaGcSBQNuud3z",TRUE,100,"Passage","Q434","permeable",0
"183",697,"R_yEcP0W4YxMurCiB",TRUE,100,"Normal","Q434","permeable",0
"184",707,"R_xgOCVuP0CYKLUBz",TRUE,100,"Normal","Q434","permeable",0
"185",708,"R_CfS8ubKfSiuJ4Wd",TRUE,100,"Highlight","Q434","permeable",0
"186",713,"R_3DDyWenbWrWLiKJ",TRUE,100,"Normal","Q434","permeable",0
"187",735,"R_2woAr9fF10l2bs1",TRUE,100,"Normal","Q434","permeable",0
"188",751,"R_25F8XDs8qoJqTTd",TRUE,100,"Passage","Q434","permeable",0
"189",768,"R_2RODQFHktdd2cTr",TRUE,100,"Passage","Q434","permeable",0
"190",775,"R_VKcqe4sddCbDjzz",TRUE,100,"Passage","Q434","permeable",0
"191",777,"R_6tj907urFJX2wBH",TRUE,100,"Highlight","Q434","permeable",0
"192",784,"R_3KJY8jS0FCCAzgM",TRUE,100,"Highlight","Q434","Permeable",0
"193",810,"R_2bNNujEw4Apc4k6",TRUE,100,"Normal","Q434","permeable",0
"194",832,"R_2uxMU3uPfcyCXLA",TRUE,100,"Normal","Q434","permeable",0
"195",844,"R_324pVwNwq12yzyj",TRUE,100,"Normal","Q434","permeable",0
"196",867,"R_1jjguBUhZfaidgm",TRUE,100,"Normal","Q434","permeable",0
"197",938,"R_2SpC2tMG4QDA9Oa",TRUE,100,"Normal","Q434","permeable",0
"198",957,"R_9p1a7yYUtPpP0zf",TRUE,100,"Passage","Q434","permeable",0
"199",958,"R_3ENgYKSJs22frPh",TRUE,100,"Normal","Q434","permeable",0
"200",960,"R_27kDwUZ6CyrrW7l",TRUE,100,"Normal","Q434","permeable",0
"201",973,"R_3GkcU79b13fqZww",TRUE,100,"Highlight","Q434","permeable",0
"202",994,"R_31FdRW4XeDcepbE",TRUE,100,"Normal","Q434","permeable",0
"203",997,"R_2yj7K6qAAsItkx8",TRUE,100,"Passage","Q434","Permeable",0
"204",1001,"R_2Vf5MLOEzLPdqq8",TRUE,100,"Normal","Q434","permeable",0
"205",1029,"R_1CHIsB7eGd963KS",TRUE,100,"Highlight","Q434","permeable",0
"206",1037,"R_3NQ93s2Nmbkopvs",TRUE,100,"Normal","Q434","permeable",0
"207",1056,"R_4YJfwbZ4U9TtFuh",TRUE,100,"Normal","Q434","permeable",0
"208",1061,"R_2qmTIHw3YxJVWYF",TRUE,100,"Normal","Q434","permeable",0
"209",1085,"R_32KNCvxUBO46cZJ",TRUE,100,"Highlight","Q434","Permeable",0
"210",1091,"R_xFAAQFAfnu7f7MJ",TRUE,100,"Highlight","Q434","permeable",0
"211",1093,"R_2eRKXe0YZdVzznl",TRUE,100,"Normal","Q434","Permeable",0
"212",1100,"R_27O4vdjnsra1yTJ",TRUE,100,"Highlight","Q434","permeable",0
"213",620,"R_3lMSAfdPPu8obJm",TRUE,100,"Normal","Q434","permiable",0
"214",805,"R_2riHOjMPOaXyOAW",TRUE,100,"Highlight","Q434","permiable",0
"215",1069,"R_3qkXD1GTLU7mpdZ",TRUE,100,"Highlight","Q434","permiable",0
"216",1012,"R_3NKzLp1CWMydQBR",TRUE,100,"Highlight","Q434","pipes",0
"217",826,"R_3GeQGGYrnk1hcLv",TRUE,100,"Passage","Q434","Pore",0
"218",894,"R_22LDGdQQMlI4Syv",TRUE,100,"Highlight","Q434","pore",0
"219",1110,"R_1r2EGYAudmwDEC6",TRUE,100,"Highlight","Q434","pore",0
"220",649,"R_XTdFXYg7v3FXr9L",TRUE,100,"Passage","Q434","pores",0
"221",703,"R_2Pna07D0j5sZl6s",TRUE,100,"Highlight","Q434","pores",0
"222",766,"R_1mEkF3wJavgplAt",TRUE,100,"Highlight","Q434","pores",0
"223",774,"R_1gejSCG9U3t3Kl0",TRUE,100,"Normal","Q434","pores",0
"224",852,"R_3pm7MSKiYK8RTUP",TRUE,100,"Normal","Q434","pores",0
"225",855,"R_1prGGS39LJdZAX2",TRUE,100,"Normal","Q434","pores",0
"226",899,"R_T8bpwk73iLlt8rL",TRUE,100,"Normal","Q434","pores",0
"227",956,"R_30v0M7G6ciojJNq",TRUE,100,"Highlight","Q434","pores",0
"228",968,"R_3rZJfG638Pzewgs",TRUE,100,"Normal","Q434","pores",0
"229",1002,"R_3FQenqEC9d3k9Dy",TRUE,100,"Normal","Q434","pores",0
"230",1111,"R_6s9gSD0vkLRjCH7",TRUE,100,"Normal","Q434","pores",0
"231",815,"R_Tw3fPT2OmHFtw8F",TRUE,100,"Normal","Q434","Porin",0
"232",587,"R_2OJb0LolQH0PS8x",TRUE,100,"Normal","Q434","porocity",0
"233",1123,"R_aUW1AIiUMdOlV2F",TRUE,100,"Normal","Q434","Poros",0
"234",947,"R_3rUidhyJVhUT8Qz",TRUE,100,"Normal","Q434","porosity",0
"235",955,"R_DC2LGzrNYauKoCt",TRUE,100,"Passage","Q434","porosity",0
"236",569,"R_3NErnuIa0E5UbXg",TRUE,100,"Passage","Q434","porous",0
"237",634,"R_3eaYXwJcd97nmEB",TRUE,100,"Highlight","Q434","porous",0
"238",653,"R_2uE9Ep4FGdQL1w9",TRUE,100,"Normal","Q434","porous",0
"239",732,"R_3oRQMbG7zzVvRYV",TRUE,100,"Normal","Q434","porous",0
"240",788,"R_3KC3H3VELJPS5G8",TRUE,100,"Highlight","Q434","porous",0
"241",914,"R_2aeM7u3WkyzzpAd",TRUE,100,"Highlight","Q434","porous",0
"242",954,"R_C7ep5PzJdYyq03n",TRUE,100,"Normal","Q434","Porous",0
"243",1036,"R_1ri7THxs18OvFxF",TRUE,100,"Passage","Q434","porous",0
"244",1119,"R_2xK1zatEhxKsTkR",TRUE,100,"Passage","Q434","Porous",0
"245",700,"R_1Q4aXpnh3OjCoHH",TRUE,100,"Highlight","Q434","porous soil",0
"246",645,"R_eQJOWSkyTM3bLNL",TRUE,100,"Highlight","Q434","recharge",0
"247",827,"R_1K74YN41u7CZ1yW",TRUE,100,"Normal","Q434","recharge",0
"248",568,"R_3pamGouhRq23Zsc",TRUE,100,"Normal","Q434","rock",0
"249",676,"R_3GuAWlVheOsBbsB",TRUE,100,"Normal","Q434","rock",0
"250",712,"R_3po0cT865xNF73K",TRUE,100,"Normal","Q434","rocks",0
"251",877,"R_3LYFB9dz3VCKxaX",TRUE,100,"Highlight","Q434","rocks",0
"252",1132,"R_1lip6vYq32kFctd",TRUE,100,"Normal","Q434","runoff",0
"253",1058,"R_1oB8wFRHgAaZwfn",TRUE,100,"Normal","Q434","sand",0
"254",608,"R_1lgAGK4E7jw50dQ",TRUE,100,"Highlight","Q434","sediment",0
"255",748,"R_2Ph4LN25XWvNOkL",TRUE,100,"Passage","Q434","sediment",0
"256",858,"R_3CCrKB2XByIYRXM",TRUE,100,"Highlight","Q434","sediment",0
"257",897,"R_27r0xXcfFFIOtsm",TRUE,100,"Normal","Q434","sediment",0
"258",977,"R_2algaKasB0uFo0I",TRUE,100,"Normal","Q434","sediment",0
"259",838,"R_1KvH2ZxFK0hcjEr",TRUE,100,"Passage","Q434","Sedimentary",0
"260",1116,"R_2zCr63jfha3NIhs",TRUE,100,"Normal","Q434","shale",0
"261",874,"R_2dQ5dZIpnpTaCYJ",TRUE,100,"Passage","Q434","Silt",0
"262",900,"R_1dbEZIk4gYpi1j4",TRUE,100,"Passage","Q434","silt",0
"263",661,"R_2uUMf0kvNagfJG4",TRUE,100,"Highlight","Q434","silt layer",0
"264",1021,"R_1IN9fcIToghSChF",TRUE,100,"Highlight","Q434","smooth",0
"265",574,"R_doEkERgZ6cCH5Ad",TRUE,100,"Highlight","Q434","soil",0
"266",611,"R_2b3N9HpOdXzQ6Qv",TRUE,100,"Passage","Q434","soil",0
"267",744,"R_3RdW4gV3d4z4J2q",TRUE,100,"Normal","Q434","soil",0
"268",799,"R_2VC51BinpzqL1ll",TRUE,100,"Passage","Q434","soil",0
"269",812,"R_3n3p3juEvcT3HuL",TRUE,100,"Passage","Q434","soil",0
"270",1017,"R_2ClUfwGDTLHpUC8",TRUE,100,"Highlight","Q434","soil",0
"271",1109,"R_2PtlwEbdQGLRRjI",TRUE,100,"Normal","Q434","soil",0
"272",1122,"R_333xeYqoXvSSQaJ",TRUE,100,"Highlight","Q434","Soil",0
"273",626,"R_1H74umFtuE4SxFb",TRUE,100,"Passage","Q434","soil water",0
"274",1015,"R_u1yEAtZT3MZqXSx",TRUE,100,"Highlight","Q434","Soot",0
"275",917,"R_3gZWlaOLYttQXTT",TRUE,100,"Passage","Q434","space",0
"276",939,"R_0CYZUnbmWShcF1f",TRUE,100,"Passage","Q434","subterranean",0
"277",871,"R_2fEgz5oiCUzvDHG",TRUE,100,"Normal","Q434","surface",0
"278",761,"R_D8IDJ5iR94VhWSt",TRUE,100,"Passage","Q434","table",0
"279",793,"R_3EiowEcjzs24HDQ",TRUE,100,"Normal","Q434","table",0
"280",990,"R_a5F23L8k3yn2A81",TRUE,100,"Highlight","Q434","table layer",0
"281",601,"R_1LpWeKjg7sikctE",TRUE,100,"Highlight","Q434","table water",0
"282",772,"R_2SHLeqFjCikywOq",TRUE,100,"Passage","Q434","table water",0
"283",944,"R_3I49ugvYYsRfXDy",TRUE,100,"Normal","Q434","the water table",0
"284",594,"R_2akKqeZUSipYSdn",TRUE,100,"Passage","Q434","Top layer",0
"285",1042,"R_2S06Q9RT68fW5M4",TRUE,100,"Passage","Q434","top soil",0
"286",831,"R_3qO7sZ1dik1P0Z1",TRUE,100,"Highlight","Q434","top water",0
"287",657,"R_1InMZbP3temrZnF",TRUE,100,"Normal","Q434","topsoil",0
"288",757,"R_2VpCDeALlM7KvHl",TRUE,100,"Highlight","Q434","topsoil",0
"289",986,"R_1ILyOicjr43hZDi",TRUE,100,"Passage","Q434","topsoil",0
"290",996,"R_vkKnSDlrkNXSRG1",TRUE,100,"Highlight","Q434","topsoil",0
"291",1089,"R_1rw5HfDwAokcmI0",TRUE,100,"Highlight","Q434","topsoil",0
"292",701,"R_3pbEEnhuruQxgMv",TRUE,100,"Passage","Q434","tunnels",0
"293",760,"R_3ELsbo6gRQx3rq1",TRUE,100,"Normal","Q434","viscosity",0
"294",1115,"R_1Ln9xIWNIT7LeL1",TRUE,100,"Highlight","Q434","water",0
"295",949,"R_1QmwItbplK6bOye",TRUE,100,"Highlight","Q434","water system",0
"296",579,"R_3GiBeaOotyeov3r",TRUE,100,"Highlight","Q434","water table",0
"297",606,"R_2dGF17dtOPnSvsn",TRUE,100,"Highlight","Q434","water table",0
"298",714,"R_2dRBNhV7SZrvtBg",TRUE,100,"Highlight","Q434","Water table",0
"299",795,"R_8D4auXgEF7mWJEd",TRUE,100,"Passage","Q434","water table",0
"300",932,"R_1HizLeIKAKI9mPQ",TRUE,100,"Highlight","Q434","water table",0
"301",950,"R_3MKzKPuY3RkQPgW",TRUE,100,"Normal","Q434","water table",0
"302",819,"R_1jE8vQXJWMIVJ1n",TRUE,100,"Normal","Q434","well water",0
"303",1009,"R_10O7AVRKjXmF2vE",TRUE,100,"Passage","Q434","well water",0
"304",906,"R_wRAx32lgW7fBya5",TRUE,100,"Highlight","Q434","wells",0
"305",952,"R_3HMOtDmMV4LKbKm",TRUE,100,"Passage","Q434","wells",0
"306",979,"R_2CfYzYUgZELxGgU",TRUE,100,"Passage","Q434","wells",0
