"","ResponseId","Finished","Progress","FL_149_DO","question","response"
"1071","R_1IsgJW8oeWr2zrw",TRUE,100,"Normal","Q435",NA
"1072","R_2QRoOWWKYOnz1vl",TRUE,100,"Highlight","Q435",NA
"1073","R_yEcP0W4YxMurCiB",TRUE,100,"Normal","Q435",NA
"1074","R_pRbasyrv8BfWmkN",TRUE,100,"Passage","Q435","permeability"
"1075","R_1EWLawqvCl9mWqC",TRUE,100,"Normal","Q435","Permeability"
"1076","R_1Q4aXpnh3OjCoHH",TRUE,100,"Highlight","Q435",NA
"1077","R_3pbEEnhuruQxgMv",TRUE,100,"Passage","Q435","porus"
"1078","R_2aDYyfOJm36NxZG",TRUE,100,"Passage","Q435","permeable"
"1079","R_2Pna07D0j5sZl6s",TRUE,100,"Highlight","Q435","liters"
"1080","R_3JmAolr4b0m5Vo7",TRUE,100,"Normal","Q435","permeability"
"1081","R_1dEluYygKoIxeSC",TRUE,100,"Highlight","Q435","permeability"
"1082","R_1qX6CQzdn12hyS4",TRUE,100,"Passage","Q435","Permeability"
"1083","R_xgOCVuP0CYKLUBz",TRUE,100,"Normal","Q435","permeability"
"1084","R_CfS8ubKfSiuJ4Wd",TRUE,100,"Highlight","Q435","permeablility"
"1085","R_ZrsKRJKVsi11cop",TRUE,100,"Normal","Q435","Tough"
"1086","R_sUpng1kHbGEAfjH",TRUE,100,"Highlight","Q435","permeability"
"1087","R_cBC29h6Gn6UJHYl",TRUE,100,"Passage","Q435",NA
"1088","R_3po0cT865xNF73K",TRUE,100,"Normal","Q435","feet"
"1089","R_3DDyWenbWrWLiKJ",TRUE,100,"Normal","Q435","pores"
"1090","R_2dRBNhV7SZrvtBg",TRUE,100,"Highlight","Q435","Permeable"
"1091","R_WlpD2eRTsGtCUaR",TRUE,100,"Passage","Q435","permeability"
"1092","R_2bV69F3cEPZjGGE",TRUE,100,"Highlight","Q435",NA
"1093","R_2uKiGPSfdm08sD8",TRUE,100,"Passage","Q435","Permeability"
"1094","R_2uyuUXhwTSm6Qw3",TRUE,100,"Passage","Q435","permeability"
"1095","R_2QWBCyF8hzyEwwC",TRUE,100,"Highlight","Q435",NA
"1096","R_3GqSJGN3pHl66Hk",TRUE,100,"Passage","Q435",NA
"1097","R_3OoCrNaJSbxykEH",TRUE,100,"Highlight","Q435","aquifer"
"1098","R_3MfjriSwWESG9j2",TRUE,100,"Normal","Q435","ground water"
"1099","R_33EB7F6yazYgxof",TRUE,100,"Highlight","Q435","permeability"
"1100","R_vcVHIXYRM82ropH",TRUE,100,"Passage","Q435","porosity"
"1101","R_UDwVuvMiZ31tvEJ",TRUE,100,"Passage","Q435","permeability"
"1102","R_3sb8nUEiAP5wEWn",TRUE,100,"Highlight","Q435","permeability"
"1103","R_1DGMTkCZNuIsCX9",TRUE,100,"Normal","Q435","permeability"
"1104","R_3gT4zATfISIWH38",TRUE,100,"Highlight","Q435","pearmitable"
"1105","R_1r3vM5vAo0gYLSt",TRUE,100,"Normal","Q435","permeability"
"1106","R_1EXpqyU0fzn9bha",TRUE,100,"Passage","Q435","Porosity"
"1107","R_BxrFDv0SyZM8M8h",TRUE,100,"Passage","Q435",NA
"1108","R_3oRQMbG7zzVvRYV",TRUE,100,"Normal","Q435","porosity"
"1109","R_2Pd0UHgwFjq8O0u",TRUE,100,"Highlight","Q435","inpermiable"
"1110","R_2ZByr3zw9nsxXIf",TRUE,100,"Passage","Q435",NA
"1111","R_2woAr9fF10l2bs1",TRUE,100,"Normal","Q435","water"
"1112","R_ac69rGfc2wewOC5",TRUE,100,"Highlight","Q435","permeability"
"1113","R_a8K7lF3jlKOkWRz",TRUE,100,"Passage","Q435",NA
"1114","R_2bK9aVYGmvd0dQk",TRUE,100,"Normal","Q435",NA
"1115","R_2WzZ0jj5VgaMgM3",TRUE,100,"Normal","Q435","?"
"1116","R_AtzPlKvbaR32ta1",TRUE,100,"Passage","Q435",NA
"1117","R_2chnS2z6oc7mQJf",TRUE,100,"Highlight","Q435",NA
"1118","R_2E5y1l5Bo2gRXiJ",TRUE,100,"Highlight","Q435",NA
"1119","R_XI1CQHe54LzugSJ",TRUE,100,"Highlight","Q435","meters"
"1120","R_3RdW4gV3d4z4J2q",TRUE,100,"Normal","Q435",NA
"1121","R_2BxiFauwpctBDEM",TRUE,100,"Passage","Q435","permeability"
"1122","R_1jHcMWxAl0OGOTK",TRUE,100,"Passage","Q435","permeable"
"1123","R_vc6o5CfJDlzlyI9",TRUE,100,"Normal","Q435","underground soil"
"1124","R_2Ph4LN25XWvNOkL",TRUE,100,"Passage","Q435",NA
"1125","R_2bVrZR8XSbbYScM",TRUE,100,"Normal","Q435",NA
"1126","R_2pKNguCsDwZZ4Tc",TRUE,100,"Highlight","Q435",NA
"1127","R_25F8XDs8qoJqTTd",TRUE,100,"Passage","Q435",NA
"1128","R_3L4zC2hQ3L3S4ZH",TRUE,100,"Highlight","Q435","inches"
"1129","R_25MEkH0e08A7wSe",TRUE,100,"Normal","Q435","table"
"1130","R_1j7VURvpkEPdYvO",TRUE,100,"Passage","Q435","inches"
"1131","R_07nlzQQalec72dH",TRUE,100,"Normal","Q435","permeability"
"1132","R_3Mi2vpEjZcsDRwl",TRUE,100,"Highlight","Q435","permeability"
"1133","R_2VpCDeALlM7KvHl",TRUE,100,"Highlight","Q435","porous"
"1134","R_3EYxksglbUEP1RI",TRUE,100,"Passage","Q435",NA
"1135","R_DCz9gIO7TvimUUx",TRUE,100,"Normal","Q435",NA
"1136","R_3ELsbo6gRQx3rq1",TRUE,100,"Normal","Q435","continuity"
"1137","R_D8IDJ5iR94VhWSt",TRUE,100,"Passage","Q435","?"
"1138","R_2D6zyKhoYS1aova",TRUE,100,"Highlight","Q435","porosity"
"1139","R_3NQJbRw3vK8c3Ik",TRUE,100,"Normal","Q435","pore"
"1140","R_yJ95VEeGuChlzzP",TRUE,100,"Highlight","Q435","permeability"
"1141","R_3MDTg1UZ8spQRCS",TRUE,100,"Passage","Q435","permeability"
"1142","R_1mEkF3wJavgplAt",TRUE,100,"Highlight","Q435","permeabiility"
"1143","R_1fk3n9y6BWQB0sJ",TRUE,100,"Normal","Q435",NA
"1144","R_2RODQFHktdd2cTr",TRUE,100,"Passage","Q435","porous"
"1145","R_UEZgbbqf0pOexAl",TRUE,100,"Highlight","Q435","permeability"
"1146","R_Tejq5zkmWmmaNjP",TRUE,100,"Highlight","Q435","porsisty"
"1147","R_OB9rBNFE7LLEI4F",TRUE,100,"Normal","Q435","Permeability"
"1148","R_2SHLeqFjCikywOq",TRUE,100,"Passage","Q435","aquifer"
"1149","R_3lMjWHDjoldU8Mn",TRUE,100,"Highlight","Q435","permiability"
"1150","R_1gejSCG9U3t3Kl0",TRUE,100,"Normal","Q435","porosity"
"1151","R_VKcqe4sddCbDjzz",TRUE,100,"Passage","Q435","permeability"
"1152","R_3edWI1B29ZvTyz6",TRUE,100,"Highlight","Q435",NA
"1153","R_6tj907urFJX2wBH",TRUE,100,"Highlight","Q435","permeablility"
"1154","R_3lWfXlMLnwfhovJ",TRUE,100,"Normal","Q435",NA
"1155","R_2tnxOiq6ndG1lNf",TRUE,100,"Normal","Q435","Flow"
"1156","R_2AWhPQg345FE3qe",TRUE,100,"Passage","Q435","Length"
"1157","R_3EKozJioeyPWKZt",TRUE,100,"Highlight","Q435",NA
"1158","R_2ElZ0UfTvYRjMUw",TRUE,100,"Passage","Q435",NA
"1159","R_7OMHhUjqyHhxL21",TRUE,100,"Normal","Q435",NA
"1160","R_3KJY8jS0FCCAzgM",TRUE,100,"Highlight","Q435","permeability"
"1161","R_2D1WzxaIWR7oB26",TRUE,100,"Passage","Q435","porous"
"1162","R_2OTGrYmR60QQWlO",TRUE,100,"Highlight","Q435","permeability"
"1163","R_1mQlG3TnjNCktl2",TRUE,100,"Normal","Q435",NA
"1164","R_3KC3H3VELJPS5G8",TRUE,100,"Highlight","Q435","not sure"
"1165","R_1dKdYH54DUtlUP0",TRUE,100,"Normal","Q435",NA
"1166","R_268tHQ9NCQMiNcQ",TRUE,100,"Passage","Q435","permeability"
"1167","R_NVyhz14W7BDvKJH",TRUE,100,"Highlight","Q435",NA
"1168","R_1gbAmdKjg6darTR",TRUE,100,"Passage","Q435",NA
"1169","R_3EiowEcjzs24HDQ",TRUE,100,"Normal","Q435","permeability"
"1170","R_2xW6IbOvdM39TYm",TRUE,100,"Normal","Q435","Pores"
"1171","R_8D4auXgEF7mWJEd",TRUE,100,"Passage","Q435",NA
"1172","R_2thUg531IE5CJZN",TRUE,100,"Highlight","Q435",NA
"1173","R_1eEInFq6vlvG9t7",TRUE,100,"Highlight","Q435","how much ground water"
"1174","R_wTM8dqidzfqfaMh",TRUE,100,"Normal","Q435","how much water seeps through"
"1175","R_2VC51BinpzqL1ll",TRUE,100,"Passage","Q435","inches"
"1176","R_3oGR6vRxzRI4q1z",TRUE,100,"Normal","Q435",NA
"1177","R_5t2Y88FOd0eW34d",TRUE,100,"Passage","Q435","wells"
"1178","R_2qqLbQxAusFgIdr",TRUE,100,"Highlight","Q435","Permeability"
"1179","R_xD96ne3Fh1D5nl7",TRUE,100,"Normal","Q435","permeability"
"1180","R_2U9IqPRx3IbePrD",TRUE,100,"Passage","Q435","Permability"
"1181","R_2riHOjMPOaXyOAW",TRUE,100,"Highlight","Q435","no clue"
"1182","R_2WM7DoeucTu7bP6",TRUE,100,"Passage","Q435","permeability"
"1183","R_1kGHlB0AdtiJtOx",TRUE,100,"Highlight","Q435","permeability"
"1184","R_1GZeYmi3tFdAW4Y",TRUE,100,"Normal","Q435","permeability"
"1185","R_R7Snz9ZbzSLBRpT",TRUE,100,"Highlight","Q435","pores"
"1186","R_2bNNujEw4Apc4k6",TRUE,100,"Normal","Q435",NA
"1187","R_269KRiLE2YyU8QH",TRUE,100,"Normal","Q435",NA
"1188","R_3n3p3juEvcT3HuL",TRUE,100,"Passage","Q435","corrilation"
"1189","R_1JVMqXBXvBEK0OJ",TRUE,100,"Highlight","Q435",NA
"1190","R_1EgsFtUHdeDNEGI",TRUE,100,"Passage","Q435","Permeability"
"1191","R_Tw3fPT2OmHFtw8F",TRUE,100,"Normal","Q435","permeability"
"1192","R_2Xj4gXVYvhBx2Ry",TRUE,100,"Passage","Q435","porosity"
"1193","R_21alDN6R6IP9TQc",TRUE,100,"Highlight","Q435",NA
"1194","R_DMLqLn1dwofZIWt",TRUE,100,"Passage","Q435",NA
"1195","R_1jE8vQXJWMIVJ1n",TRUE,100,"Normal","Q435","space"
"1196","R_2SCScdo6tikYEht",TRUE,100,"Highlight","Q435","permeability"
"1197","R_3J90hN5j6p3Iu36",TRUE,100,"Highlight","Q435",NA
"1198","R_3n79ZmXx3omsjbG",TRUE,100,"Passage","Q435","table"
"1199","R_1hySsWin4LKhyto",TRUE,100,"Normal","Q435","aquifier"
"1200","R_3PpOR6112VzwRIq",TRUE,100,"Normal","Q435","connectivity"
"1201","R_22G6aNPlBr3DScP",TRUE,100,"Highlight","Q435","permeability"
"1202","R_3GeQGGYrnk1hcLv",TRUE,100,"Passage","Q435","permeability"
"1203","R_1K74YN41u7CZ1yW",TRUE,100,"Normal","Q435",NA
"1204","R_BtufUSHlR6MrsnT",TRUE,100,"Passage","Q435","permidity"
"1205","R_OiZKq6V5QgQ0FoJ",TRUE,100,"Highlight","Q435","permeability"
"1206","R_2BbrHRGsLFQl4Jl",TRUE,100,"Passage","Q435","permeability"
"1207","R_3qO7sZ1dik1P0Z1",TRUE,100,"Highlight","Q435",NA
"1208","R_2uxMU3uPfcyCXLA",TRUE,100,"Normal","Q435",NA
"1209","R_0uYH5I8JBiXG5qx",TRUE,100,"Passage","Q435","Soil"
"1210","R_1MNgSodlYxj937k",TRUE,100,"Highlight","Q435","permeability"
"1211","R_1CpRBUT5DOcoZnw",TRUE,100,"Passage","Q435","permeability"
"1212","R_1luVf7AdsaFWERM",TRUE,100,"Normal","Q435",NA
"1213","R_2AXQBFwaadD5EnH",TRUE,100,"Highlight","Q435","Porisoty"
"1214","R_1KvH2ZxFK0hcjEr",TRUE,100,"Passage","Q435","Connecting"
"1215","R_SGF18rkSm6hhiQV",TRUE,100,"Highlight","Q435",NA
"1216","R_03wSumO4vsJ3T2h",TRUE,100,"Passage","Q435","Permability"
"1217","R_vTtlNv3L910YwO5",TRUE,100,"Highlight","Q435","permeability"
"1218","R_1BP1WIAoaLq3kos",TRUE,100,"Normal","Q435","clarity"
"1219","R_yVF4TcbrjpoUIIF",TRUE,100,"Highlight","Q435",NA
"1220","R_324pVwNwq12yzyj",TRUE,100,"Normal","Q435","permeability"
"1221","R_ZsnZqTp0TXukQsF",TRUE,100,"Passage","Q435","Permeability"
"1222","R_21A1WX1EDVIEYlt",TRUE,100,"Highlight","Q435","porosity"
"1223","R_1i2987A6fE019j7",TRUE,100,"Normal","Q435",NA
"1224","R_1nOZHJdIX2lyUly",TRUE,100,"Passage","Q435",NA
"1225","R_10Ocg6ZgfpYINpT",TRUE,100,"Passage","Q435","porosity"
"1226","R_1pyRy3HJzlyfwYs",TRUE,100,"Normal","Q435","pollution"
"1227","R_12R1ONE0Wl3GaVX",TRUE,100,"Highlight","Q435","pore-something"
"1228","R_3pm7MSKiYK8RTUP",TRUE,100,"Normal","Q435","permeability"
"1229","R_1rIDttzW7rBQAKJ",TRUE,100,"Passage","Q435","pores"
"1230","R_NUXGJ63KCkU12Zr",TRUE,100,"Highlight","Q435","permeability"
"1231","R_1prGGS39LJdZAX2",TRUE,100,"Normal","Q435","permeability"
"1232","R_1l4UY6s2cgki7NK",TRUE,100,"Passage","Q435",NA
"1233","R_7NFZbxzgkIAWmBz",TRUE,100,"Highlight","Q435",NA
"1234","R_3CCrKB2XByIYRXM",TRUE,100,"Highlight","Q435","water"
"1235","R_1IYOe6xhINVksvX",TRUE,100,"Normal","Q435","Permeability"
"1236","R_3P65TuVTnnRCNfQ",TRUE,100,"Passage","Q435","permeability"
"1237","R_3NVsdNccUNXVXHB",TRUE,100,"Passage","Q435","permeability"
"1238","R_rooWU8yY4DaNJPr",TRUE,100,"Normal","Q435","?"
"1239","R_3G6Pnu6RqVlvaD6",TRUE,100,"Highlight","Q435",NA
"1240","R_3IRhfqg3P3UFks3",TRUE,100,"Highlight","Q435",NA
"1241","R_88s3EgycHGeZ3EJ",TRUE,100,"Passage","Q435","permeability"
"1242","R_3P6PICWUaWWUcTt",TRUE,100,"Normal","Q435","Permability"
"1243","R_1jjguBUhZfaidgm",TRUE,100,"Normal","Q435","porosity"
"1244","R_31ZqOQo2hz2l0Ju",TRUE,100,"Passage","Q435","permeability"
"1245","R_3Eu43fJ6qryB1nG",TRUE,100,"Highlight","Q435",NA
"1246","R_broKvk5h1rlw0Qp",TRUE,100,"Highlight","Q435",NA
"1247","R_2fEgz5oiCUzvDHG",TRUE,100,"Normal","Q435","water level"
"1248","R_79BGx45Wf3aM53j",TRUE,100,"Passage","Q435","permeability"
"1249","R_3kjL0uVaaUbpTpq",TRUE,100,"Normal","Q435","permeable"
"1250","R_2dQ5dZIpnpTaCYJ",TRUE,100,"Passage","Q435","Permeability"
"1251","R_8D2GwPYj8LYMTUl",TRUE,100,"Passage","Q435","permeability"
"1252","R_2ZOhi7geypF1TQx",TRUE,100,"Normal","Q435",NA
"1253","R_3LYFB9dz3VCKxaX",TRUE,100,"Highlight","Q435","jfjf"
"1254","R_V3BfkJzOfGwbA2J",TRUE,100,"Passage","Q435","ruler"
"1255","R_2urIj9MfrpOuXKl",TRUE,100,"Normal","Q435","Permeability"
"1256","R_11bEhdxDKuDg7Dq",TRUE,100,"Passage","Q435",NA
"1257","R_32Mkhzh8CEvhBgW",TRUE,100,"Normal","Q435","permeability"
"1258","R_2ZHNFaDACTZA9EM",TRUE,100,"Highlight","Q435","Permeability"
"1259","R_1CgcGKdhazJNX3o",TRUE,100,"Passage","Q435",NA
"1260","R_3L6Ks92yZXW6Pe5",TRUE,100,"Normal","Q435","Permability"
"1261","R_1LikhhO0kzct25X",TRUE,100,"Highlight","Q435","permeability"
"1262","R_1g79cyX9IsucinY",TRUE,100,"Normal","Q435",NA
"1263","R_2SAM4FuAvefw9cd",TRUE,100,"Highlight","Q435",NA
"1264","R_27xMPh2AVjwhEDj",TRUE,100,"Passage","Q435",NA
"1265","R_1KxnAwsaaVCyqtS",TRUE,100,"Passage","Q435","aquifer"
"1266","R_2vhLZCIgEioZJCR",TRUE,100,"Highlight","Q435","permebility"
"1267","R_pGWnYCWSkVNHI8F",TRUE,100,"Normal","Q435","aquiferization"
"1268","R_ysin8WXoCm5zwNb",TRUE,100,"Passage","Q435","Permeability"
"1269","R_1mXIb9YtbJAcjK1",TRUE,100,"Normal","Q435","porous"
"1270","R_22LDGdQQMlI4Syv",TRUE,100,"Highlight","Q435",NA
"1271","R_XHsvcGHN56hk2Rj",TRUE,100,"Passage","Q435","permeability"
"1272","R_26gWgRsHaP60jZN",TRUE,100,"Normal","Q435","pourousness"
"1273","R_27r0xXcfFFIOtsm",TRUE,100,"Normal","Q435",NA
"1274","R_1dfRmGUzKJMyICn",TRUE,100,"Passage","Q435","permeability"
"1275","R_T8bpwk73iLlt8rL",TRUE,100,"Normal","Q435","pores"
"1276","R_1dbEZIk4gYpi1j4",TRUE,100,"Passage","Q435","permeability"
"1277","R_0cDAFoyUZ8xU5Il",TRUE,100,"Passage","Q435","porosity"
"1278","R_1r19di9SzoCwviq",TRUE,100,"Highlight","Q435","water tables"
"1279","R_3HjotYmeBe1aZae",TRUE,100,"Highlight","Q435","pressure"
"1280","R_3j86z7Yetcwgi7h",TRUE,100,"Normal","Q435","idk"
"1281","R_1FsqKed6i3exEn9",TRUE,100,"Normal","Q435","a"
"1282","R_wRAx32lgW7fBya5",TRUE,100,"Highlight","Q435","impermeably"
"1283","R_1Kf2sLOQgDQi0Np",TRUE,100,"Passage","Q435",NA
"1284","R_3PFvGNmuimyXpqM",TRUE,100,"Normal","Q435",NA
"1285","R_3nrpKF8EX6QfM9q",TRUE,100,"Passage","Q435",NA
"1286","R_2QRPpHZr70cjTCu",TRUE,100,"Highlight","Q435","permeability"
"1287","R_2ElRv8lWPp8ZwBh",TRUE,100,"Highlight","Q435","Dont know"
"1288","R_qEfhQoDUiLkIczT",TRUE,100,"Passage","Q435","permitable"
"1289","R_CdKWGfH2C9f0qYx",TRUE,100,"Normal","Q435","permeability"
"1290","R_2aeM7u3WkyzzpAd",TRUE,100,"Highlight","Q435",NA
"1291","R_25AtJsS9F9gf9Il",TRUE,100,"Normal","Q435","fluidity"
"1292","R_2qaNDQO8FxahZjP",TRUE,100,"Normal","Q435",NA
"1293","R_3gZWlaOLYttQXTT",TRUE,100,"Passage","Q435","well"
"1294","R_3n0Frr1N5an9CRR",TRUE,100,"Passage","Q435",NA
"1295","R_2aOD2vis41J4xgK",TRUE,100,"Normal","Q435","connectivity"
"1296","R_0T9G9M78fmSfz3P",TRUE,100,"Highlight","Q435","fracture"
"1297","R_3LaUBELvoC38Bj2",TRUE,100,"Normal","Q435",NA
"1298","R_27PQv3aKRwjXDzO",TRUE,100,"Passage","Q435",NA
"1299","R_3fxG3hjXK4rCsKa",TRUE,100,"Highlight","Q435",NA
"1300","R_W21US4FUsuZLgY1",TRUE,100,"Passage","Q435","pressure"
"1301","R_3qL2WIz0qYNwsBf",TRUE,100,"Normal","Q435","porosity"
"1302","R_1IYR3IPUnfyVRKQ",TRUE,100,"Passage","Q435",NA
"1303","R_Twrz7ssvwffiysh",TRUE,100,"Normal","Q435",NA
"1304","R_PHgaZSnYtbigAX7",TRUE,100,"Highlight","Q435",NA
"1305","R_3Dvb5sZhyyplEsa",TRUE,100,"Normal","Q435","permeability"
"1306","R_sMv2s95DAQxhFxT",TRUE,100,"Passage","Q435","pores"
"1307","R_1HizLeIKAKI9mPQ",TRUE,100,"Highlight","Q435",NA
"1308","R_2arkx2dMytmg2Ot",TRUE,100,"Normal","Q435","idk"
"1309","R_1nOOiUkvMFMC8Tt",TRUE,100,"Passage","Q435","permeability"
"1310","R_3fAVXbJ5euIMCnt",TRUE,100,"Highlight","Q435","stone"
"1311","R_1GNfs1zYml1pNC2",TRUE,100,"Normal","Q435","permeability"
"1312","R_3iP5HkFndgMLJYi",TRUE,100,"Passage","Q435","permeability"
"1313","R_2SpC2tMG4QDA9Oa",TRUE,100,"Normal","Q435",NA
"1314","R_0CYZUnbmWShcF1f",TRUE,100,"Passage","Q435","gaps"
"1315","R_2QPYjdl4KDhSsl7",TRUE,100,"Highlight","Q435",NA
"1316","R_25sW4YbTl1EEz6x",TRUE,100,"Normal","Q435","creaks"
"1317","R_1MJOOx3DMn5aqXi",TRUE,100,"Highlight","Q435","permeability"
"1318","R_9sIOvzJu7dL9O7v",TRUE,100,"Passage","Q435","permeability"
"1319","R_3I49ugvYYsRfXDy",TRUE,100,"Normal","Q435","porosity"
"1320","R_2WIH9Y5pzVmkJ9u",TRUE,100,"Highlight","Q435",NA
"1321","R_1gSVEZ4c3vxbhoQ",TRUE,100,"Passage","Q435","I have no idea"
"1322","R_3rUidhyJVhUT8Qz",TRUE,100,"Normal","Q435","permeability"
"1323","R_2fIBJeE804RyBbb",TRUE,100,"Highlight","Q435","pliability"
"1324","R_1QmwItbplK6bOye",TRUE,100,"Highlight","Q435","Water system"
"1325","R_3MKzKPuY3RkQPgW",TRUE,100,"Normal","Q435","permeability"
"1326","R_20Uyi3xT0FwbCZD",TRUE,100,"Passage","Q435","I don't remember"
"1327","R_3HMOtDmMV4LKbKm",TRUE,100,"Passage","Q435","porosity"
"1328","R_2fCZE02oMKu2i7g",TRUE,100,"Highlight","Q435","permeability"
"1329","R_C7ep5PzJdYyq03n",TRUE,100,"Normal","Q435",NA
"1330","R_DC2LGzrNYauKoCt",TRUE,100,"Passage","Q435","permeability"
"1331","R_30v0M7G6ciojJNq",TRUE,100,"Highlight","Q435","phimeter"
"1332","R_9p1a7yYUtPpP0zf",TRUE,100,"Passage","Q435","permeable"
"1333","R_3ENgYKSJs22frPh",TRUE,100,"Normal","Q435","permeability"
"1334","R_3n1oHjIlEujujNp",TRUE,100,"Passage","Q435","permeable"
"1335","R_27kDwUZ6CyrrW7l",TRUE,100,"Normal","Q435","permeability"
"1336","R_1IuBoDixyLANOaD",TRUE,100,"Highlight","Q435","permiability"
"1337","R_3EJVciN4LkxUgt2",TRUE,100,"Normal","Q435","Permeability"
"1338","R_3Em0xF6a8L4HIZM",TRUE,100,"Passage","Q435","flow"
"1339","R_2Yg3dzeuFa7YmAU",TRUE,100,"Highlight","Q435","permeability"
"1340","R_2ux31jzzm1o5JOX",TRUE,100,"Normal","Q435","permeability"
"1341","R_1go1F6VWH3qh3SD",TRUE,100,"Passage","Q435","permeability"
"1342","R_1OId3jAYBgYZSWC",TRUE,100,"Highlight","Q435","not sure"
"1343","R_3rZJfG638Pzewgs",TRUE,100,"Normal","Q435","pores"
"1344","R_2tmmh1sgHXrtk5y",TRUE,100,"Passage","Q435","p"
"1345","R_2tm9KgUFLY0Zy9o",TRUE,100,"Highlight","Q435","permeability"
"1346","R_1g6MBdFpmCS7aZ6",TRUE,100,"Passage","Q435","permeability"
"1347","R_3JqRlz1sWxHfXb5",TRUE,100,"Normal","Q435","permeability"
"1348","R_3GkcU79b13fqZww",TRUE,100,"Highlight","Q435","permeability"
"1349","R_VRo1CyYQWxc8qcN",TRUE,100,"Passage","Q435","Permeability"
"1350","R_3FOKTsTiDHSA7v5",TRUE,100,"Normal","Q435","Porotify"
"1351","R_12sSaRQZ46uJjoo",TRUE,100,"Highlight","Q435","permiability"
"1352","R_2algaKasB0uFo0I",TRUE,100,"Normal","Q435","pipes"
"1353","R_3HGPdDT1fRoaCK1",TRUE,100,"Highlight","Q435","permability"
"1354","R_2CfYzYUgZELxGgU",TRUE,100,"Passage","Q435","permability"
"1355","R_1NyICa1GJ2cDHEd",TRUE,100,"Normal","Q435","Permeability"
"1356","R_3MzBvC6HtWArs0t",TRUE,100,"Passage","Q435",NA
"1357","R_30qwqWdGwEEf9LN",TRUE,100,"Highlight","Q435",NA
"1358","R_28zD5FD65CUsuRf",TRUE,100,"Passage","Q435","permeability"
"1359","R_2xKS44cBfiI3JUd",TRUE,100,"Normal","Q435","permeability"
"1360","R_11WVD1MhAN1xmAK",TRUE,100,"Highlight","Q435","permeability"
"1361","R_1ILyOicjr43hZDi",TRUE,100,"Passage","Q435","conjunction"
"1362","R_viqSQBgHdqBZ0qJ",TRUE,100,"Highlight","Q435","permeable"
"1363","R_31mBr4FBb9MAthk",TRUE,100,"Normal","Q435","permeability"
"1364","R_21baAr0TFrYfg1B",TRUE,100,"Passage","Q435","permeability"
"1365","R_a5F23L8k3yn2A81",TRUE,100,"Highlight","Q435","permeability"
"1366","R_WAR3d6XDN89ge5z",TRUE,100,"Normal","Q435",NA
"1367","R_rcCfFlyrZFocDJv",TRUE,100,"Passage","Q435",NA
"1368","R_3Pcqi1nI7HjXErf",TRUE,100,"Highlight","Q435","permablility"
"1369","R_31FdRW4XeDcepbE",TRUE,100,"Normal","Q435",NA
"1370","R_2VJf3awmGb4KWm7",TRUE,100,"Normal","Q435",NA
"1371","R_vkKnSDlrkNXSRG1",TRUE,100,"Highlight","Q435","permeability"
"1372","R_2yj7K6qAAsItkx8",TRUE,100,"Passage","Q435","permeability"
"1373","R_2VDvE0OJ5tFbMLA",TRUE,100,"Highlight","Q435","permeability"
"1374","R_1r9qBy0JzWQISyC",TRUE,100,"Normal","Q435","amount of water"
"1375","R_2EmFVpwMpw6lGXf",TRUE,100,"Highlight","Q435","permeability"
"1376","R_2Vf5MLOEzLPdqq8",TRUE,100,"Normal","Q435",NA
"1377","R_3FQenqEC9d3k9Dy",TRUE,100,"Normal","Q435","pores"
"1378","R_1N9AdypIoF2tR4K",TRUE,100,"Highlight","Q435","permeability"
"1379","R_BsKHnDa6hunEbex",TRUE,100,"Passage","Q435","permeability"
"1380","R_3EA6p3CiuWLlUXC",TRUE,100,"Highlight","Q435",NA
"1381","R_2R4fU4KLkHkKhvq",TRUE,100,"Passage","Q435","Porosity"
"1382","R_1rubkFuV4ZIYqJ4",TRUE,100,"Normal","Q435","aquifer"
"1383","R_3I4gHeyOnEZY2dz",TRUE,100,"Normal","Q435","space"
"1384","R_10O7AVRKjXmF2vE",TRUE,100,"Passage","Q435","measurements"
"1385","R_3pmZY7DY10hklHU",TRUE,100,"Highlight","Q435","permeability"
"1386","R_2fqX4YQUV3KRUe5",TRUE,100,"Passage","Q435",NA
"1387","R_3NKzLp1CWMydQBR",TRUE,100,"Highlight","Q435","aquifer"
"1388","R_11jvwhZ9aDbXzZi",TRUE,100,"Passage","Q435",NA
"1389","R_1jiyjKAEs2mZr76",TRUE,100,"Normal","Q435",NA
"1390","R_u1yEAtZT3MZqXSx",TRUE,100,"Highlight","Q435",NA
"1391","R_DqI0yH9ZJsFugpP",TRUE,100,"Passage","Q435",NA
"1392","R_2ClUfwGDTLHpUC8",TRUE,100,"Highlight","Q435","density"
"1393","R_3GpSbN41h3hveIt",TRUE,100,"Normal","Q435","Connection"
"1394","R_3gOereUo0HSzuPC",TRUE,100,"Passage","Q435","permeability"
"1395","R_2Ba4l9Fj2H1Afua",TRUE,100,"Normal","Q435","permeability"
"1396","R_1IN9fcIToghSChF",TRUE,100,"Highlight","Q435","p"
"1397","R_O7Poz2bmtY4abex",TRUE,100,"Passage","Q435",NA
"1398","R_26c2KFqCcaZZAXb",TRUE,100,"Normal","Q435","water"
"1399","R_25EDnJRkyOSZDS4",TRUE,100,"Highlight","Q435","permeability"
"1400","R_1Fh71HG3FWmFmh4",TRUE,100,"Passage","Q435","permeability"
"1401","R_3ffLI70cpVqWteg",TRUE,100,"Highlight","Q435","permeability"
